title,user,user_type,review,publish_date,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Wifi & Connectivity,Value For Money,cities,len_cities,sum_ratings,count_ratings,avg_rating,title_blob,review_blob,review_tokens,title_tokens,review_sent
I had faith in Air Canada,A Blaisdell,VerifiedReview," I had faith in Air Canada. I had flown with them to Rome and back to Denver no problem. I was actually looking forward to flying with them again. However, they totally messed me about on the Paris flight. The flight out of Paris was delayed for over two hours, causing me and several others to miss their connecting flights in Toronto. Then, they proceeded to be very unhelpful and vague when getting us another flight to our final destination. Then, the flight they got us to our final destination was then delayed by another two hours. And to top off the disaster cake that is this airline, they left my luggage in Toronto but brought my family's luggage to Denver. Would not recommend at all.",3rd July 2016,Family Leisure,Economy Class,CDG to DEN,July 2016,2,2,1,4,1,1,1,[],0,12.0,7,1.7142857142857142,0.0,0.02,"['faith', 'flown', 'back', 'problem', 'actually', 'looking', 'forward', 'flying', 'totally', 'messed', 'delayed', 'hours', 'causing', 'several', 'others', 'miss', 'connecting', 'proceeded', 'unhelpful', 'vague', 'getting', 'another', 'final', 'destination', 'final', 'destination', 'delayed', 'another', 'hours', 'top', 'disaster', 'cake', 'airline', 'left', 'luggage', 'brought', 'family', 'luggage', 'recommend']",['faith'],pos
staff on board were not courteous,C Ericson,VerifiedReview,  Flew Air Canada from Brisbane to Vancouver. Not a good experience. The Airport Staff made a mistake with my seat and refused to help in securing a seat next to my partner. It seemed that a number of couples and families were separated on the flights (to and from Vancouver). The staff on board were not courteous and almost rude when dealing with us. The entertainment system didn't have the latest movies. The food was below average.,30th June 2016,Couple Leisure,Economy Class,BNE to YVR,June 2016,3,2,1,2,1,0,2,[],0,11.0,6,1.8333333333333333,-0.3,-0.09999999999999999,"['flew', 'good', 'experience', 'airport', 'staff', 'mistake', 'seat', 'refused', 'help', 'securing', 'seat', 'partner', 'seemed', 'number', 'couples', 'families', 'separated', 'staff', 'board', 'courteous', 'almost', 'rude', 'dealing', 'entertainment', 'system', 'latest', 'movies', 'food', 'average']","['staff', 'board', 'courteous']",neg
none were on time,W Dawes,VerifiedReview,"  In a 10 day span I took three flights with Air Canada from Vancouver to Los Angeles, none of which were on time. The first two flights were fairly small delays of less than an hour, however on the third flight we were delayed due to mechanical error. I understand that these issues do happen periodically with planes but Air Canada originally told us that there was no update, they don't know exactly what is wrong and don't ask about connecting flights. I am unimpressed that Air Canada couldn't get one of my three flights to take off on time.
",29th June 2016,Solo Leisure,Economy Class,YVR to LAX,June 2016,2,3,2,5,2,2,2,[],0,18.0,7,2.5714285714285716,0.0,-0.02083333333333333,"['day', 'span', 'took', 'three', 'los', 'angeles', 'none', 'time', 'first', 'fairly', 'small', 'delays', 'less', 'hour', 'third', 'delayed', 'due', 'mechanical', 'error', 'understand', 'issues', 'happen', 'periodically', 'planes', 'originally', 'told', 'update', 'know', 'exactly', 'wrong', 'ask', 'connecting', 'unimpressed', 'three', 'take', 'time']","['none', 'time']",neg
did not offer to switch my seat,Summer Li,Not Verified,"I've flown with Air Canada many times. While it mostly provided decent service and food, the most recent flight left me with a bad experience. The earphone connection on my seat was jammed, so I could not use their system for the entire 14 hours of my flight from Toronto to Beijing. They did not offer to switch my seat or provide a solution, only saying they would fix this after the plane had landed. I generally did not have a problem with the food, and the people on flight were friendly. I liked the fact that they provided a warm blanket and a pillow.",28th June 2016,Solo Leisure,Economy Class,YYZ to PEK,July 2015,4,4,3,1,3,2,3,[],0,20.0,7,2.857142857142857,0.0,0.1779761904761905,"['flown', 'many', 'times', 'mostly', 'provided', 'decent', 'service', 'food', 'recent', 'left', 'bad', 'experience', 'earphone', 'connection', 'seat', 'jammed', 'use', 'system', 'entire', 'hours', 'offer', 'switch', 'seat', 'provide', 'solution', 'saying', 'fix', 'plane', 'landed', 'generally', 'problem', 'food', 'people', 'friendly', 'liked', 'fact', 'provided', 'warm', 'blanket', 'pillow']","['offer', 'switch', 'seat']",pos
all in all a good experience,G Fremuel,VerifiedReview,"  Was assisted by Concierge to make my connexion in Montreal due to a late departure from Quebec City. Kudos to the Concierge service from Ottawa (my base) and Montreal who monitored the status of the flights and planned for contingencies. This service is one of greatest value added of Air Canada for high tier customers. Air Canada uses the old Blue Pod configuration seat on this route. 1-1-1 in Business Class. Seat quite comfortable and allows some sleep for this type of leg (6-8 hours). Seat 1 A on this aircraft does not allow you to have a window (or you have to look behind you). It is a good and comfortable seat nonetheless - close to the washrooms if that's what you are looking for (and if you are not afraid of being bothered by noise from the galleys). Air Canada  Achille's heal continues to be the quality of service onboard. While the young crew members are pleasant, helpful and professional, older crew (particularly YUL-based) tend to be less nice and almost discourteous. This will hopefully get addressed progressively, as crew members are trained or renewed. Good food on board and arrival slightly behind schedule despite a late departure from YUL. Was able to use the FRA Air Canada lounge, the best business class lounge in FRA, by all measures. Staff are nice and helpful. Concierge team in FRA amongst the best. All in all a good experience and a product in constant improvement.",26th June 2016,Business,Business Class,YUL to FRA,June 2016,4,3,5,3,5,0,5,[],0,25.0,6,4.166666666666667,0.7,0.21672413793103448,"['assisted', 'concierge', 'make', 'connexion', 'montreal', 'due', 'late', 'departure', 'quebec', 'city', 'kudos', 'concierge', 'service', 'base', 'montreal', 'monitored', 'status', 'planned', 'contingencies', 'service', 'greatest', 'value', 'added', 'high', 'tier', 'customers', 'uses', 'old', 'blue', 'pod', 'configuration', 'seat', 'route', 'business', 'class', 'seat', 'quite', 'comfortable', 'allows', 'sleep', 'type', 'leg', 'hours', 'seat', 'aircraft', 'allow', 'window', 'look', 'behind', 'good', 'comfortable', 'seat', 'nonetheless', 'close', 'washrooms', 'looking', 'afraid', 'bothered', 'noise', 'galleys', 'achille', 'heal', 'continues', 'quality', 'service', 'onboard', 'young', 'crew', 'members', 'pleasant', 'helpful', 'professional', 'older', 'crew', 'particularly', 'tend', 'less', 'nice', 'almost', 'discourteous', 'hopefully', 'addressed', 'progressively', 'crew', 'members', 'trained', 'renewed', 'good', 'food', 'board', 'arrival', 'slightly', 'behind', 'schedule', 'despite', 'late', 'departure', 'yul', 'able', 'use', 'fra', 'lounge', 'best', 'business', 'class', 'lounge', 'fra', 'measures', 'staff', 'nice', 'helpful', 'concierge', 'team', 'fra', 'amongst', 'best', 'good', 'experience', 'product', 'constant', 'improvement']","['good', 'experience']",pos
good service and good food,Dieter Hannusch,Not Verified,"Air Canada, with 2 days notice, advanced the connecting flight from Toronto to Charlotte/USA by 40 minutes, and without asking us, booked us on a flight for the next day. As requested, I phoned Air Canada in Canada and had to wait 40 minutes on the line for an operator. I asked if Air Canada pays / provides hotel accommodation for the stopover, in line with European Union rules. A very rude female operator then told me that this is not the airline. However, something must have rung the bell in Italy, because the next day a very friendly Italian staff called me from Rome and informed me that I would get free accommodation. The flights from Rome to Toronto and back were very pleasant, with good premium economy seats, good service and good food. Entertainment also had been satisfactory on a big screen (the movie selection could be improved). The only terrible experience, outside Air Canada's control, had been the USA security screening and immigration in Toronto. We had to stand 2 hours in line and, despite being ushered forward twice by friendly airport staff, boarded our plane to Charlotte as last passengers 2 minutes after official departure. Many other passengers lost their connections due to the newly introduced stricter security controls for the US. The return flights to Rome were again very pleasant without any incidents. Toronto airport is very efficient and pleasant. ",24th June 2016,Couple Leisure,Premium Economy,FCO to CLT via YYZ,May 2016,5,5,4,3,4,0,5,[],0,26.0,6,4.333333333333333,0.7,0.2073653198653199,"['days', 'notice', 'advanced', 'connecting', 'minutes', 'asking', 'booked', 'day', 'requested', 'phoned', 'wait', 'minutes', 'line', 'operator', 'asked', 'pays', 'provides', 'hotel', 'accommodation', 'stopover', 'line', 'european', 'union', 'rules', 'rude', 'female', 'operator', 'told', 'airline', 'something', 'must', 'rung', 'bell', 'italy', 'day', 'friendly', 'italian', 'staff', 'called', 'informed', 'free', 'accommodation', 'back', 'pleasant', 'good', 'premium', 'economy', 'seats', 'good', 'service', 'good', 'food', 'entertainment', 'satisfactory', 'big', 'screen', 'movie', 'selection', 'improved', 'terrible', 'experience', 'outside', 'control', 'usa', 'security', 'screening', 'immigration', 'stand', 'hours', 'line', 'despite', 'ushered', 'forward', 'twice', 'friendly', 'airport', 'staff', 'boarded', 'plane', 'last', 'passengers', 'minutes', 'official', 'departure', 'many', 'passengers', 'lost', 'connections', 'due', 'newly', 'introduced', 'stricter', 'security', 'controls', 'return', 'pleasant', 'incidents', 'airport', 'efficient', 'pleasant']","['good', 'service', 'good', 'food']",pos
a very pleasant journey,F Morrison,VerifiedReview,"  Had a very pleasant journey with Air Canada. My route was from Copenhagen to Toronto with the brand new B787-9 and from there to Calgary with an A321-200. Planes were bang on time, the service was good and one flight attendant on the Copenhagen - Toronto flight did even speak Danish. Now that's customer service. On the flight back from Vancouver to London it started so well but the breakfast was a major disapointment. I mean is it too much to serve a normal breakfast on a 10 hour flight? The breakfast was a small cup of yoghurt and a dry cake, packed in plastic, so not fresh in any way. And that was it. Guess most passengers walked straight to a café in Heathrow after arrival. So the fact is this, a great journey with Air Canada were spoilt a bit because of a pretty ridiculous try to save some money.",24th June 2016,Solo Leisure,Economy Class,YVR to LHR,June 2016,3,3,2,4,4,0,2,[],0,18.0,6,3.0,0.9533333333333333,0.17880570409982174,"['pleasant', 'journey', 'route', 'brand', 'new', 'planes', 'bang', 'time', 'service', 'good', 'attendant', 'speak', 'danish', 'customer', 'service', 'back', 'started', 'well', 'breakfast', 'major', 'disapointment', 'mean', 'much', 'serve', 'normal', 'breakfast', 'hour', 'breakfast', 'small', 'cup', 'yoghurt', 'dry', 'cake', 'packed', 'plastic', 'fresh', 'way', 'guess', 'passengers', 'walked', 'straight', 'café', 'heathrow', 'arrival', 'fact', 'great', 'journey', 'spoilt', 'bit', 'pretty', 'ridiculous', 'try', 'save', 'money']","['pleasant', 'journey']",pos
I am unimpressed,W Davids,VerifiedReview,"  In a 10 day span I took three flights with Air Canada, none of which were on time. The first two flight were fairly small delays of less than an hour, however on the third flight from Vancouver to Los Angeles we were delayed due to a mechanical error. I understand that these issues do happen periodically with planes but Air Canada originally told us that there was no update, they don't know exactly what is wrong and don't ask about connecting flights. I am unimpressed that Air Canada couldn't get one of my three flights to take off on time.",24th June 2016,Solo Leisure,Economy Class,YVR to LAX,June 2016,2,3,2,5,2,2,2,[],0,18.0,7,2.5714285714285716,0.0,-0.02083333333333333,"['day', 'span', 'took', 'three', 'none', 'time', 'first', 'fairly', 'small', 'delays', 'less', 'hour', 'third', 'los', 'angeles', 'delayed', 'due', 'mechanical', 'error', 'understand', 'issues', 'happen', 'periodically', 'planes', 'originally', 'told', 'update', 'know', 'exactly', 'wrong', 'ask', 'connecting', 'unimpressed', 'three', 'take', 'time']",['unimpressed'],neg
rebooked on a flight 22 hours later,Farrel Buchinsky,VerifiedReview,"  Air Canada Express was just downright bad. My inbound flight was delayed 2.5 hours which made me miss a connecting flight. I was rebooked on a flight 22 hours later, delivering me to Europe sleep-deprived. There were plenty of open seats in business class but they would not upgrade for a multiplicity of reasons. On the way back I went to the outhouse that is the part of Pearson airport Air Canada express flies out of- a small cramped prefabricated building with exasperated staff trying in vain to deal with the huddled masses.",21st June 2016,Solo Leisure,Economy Class,YYZ to PIT,June 2016,4,3,3,3,1,0,3,[],0,17.0,6,2.8333333333333335,0.0,-0.18999999999999997,"['express', 'downright', 'bad', 'inbound', 'delayed', 'hours', 'miss', 'connecting', 'rebooked', 'hours', 'later', 'delivering', 'europe', 'plenty', 'open', 'seats', 'business', 'class', 'upgrade', 'multiplicity', 'reasons', 'way', 'back', 'outhouse', 'part', 'pearson', 'airport', 'express', 'flies', 'small', 'cramped', 'prefabricated', 'building', 'exasperated', 'staff', 'trying', 'vain', 'deal', 'huddled', 'masses']","['rebooked', 'hours', 'later']",neg
gave us wrong information,H Franklin,VerifiedReview,"  Thunder Bay to Dublin via Newark. Our origin flight was delayed getting into Toronto so we had to run to make the boarding time for our destination flight. Although, we made it to the flight they would not allow us on because our bags did not make it.  We waited 2 hours from 11pm to 1am to get our hotel voucher, and had to wait 24 hours for the next flight. We were not allowed to get our bags. Our hotel was for one night with an 11am checkout, so from 11am to 11pm we had to wait at the airport. We get to our final destination, and one of our bags actually did make it on the original flight so had been waiting for us there, but the other somehow didn't make it on either. We then waited 48 hours to get our second bag delivered to us. So, we were without much of luggage for 72 hours (great way to start a trip in dirty clothes). It was strange how we flew to Dublin on a plane that didn't have any of our baggage on it when the day before we were told the that we weren't allowed to board because our bags wouldn't be travelling with us. Flight back from Dublin via Newark. We had a 3 hour layover which turned into 4.5 hours due to a delay. Then the captain advised that due to a navigation system failure on the plan it will be delayed another 2 hours. Two hours later the captain comes back and says the flight is cancelled. Customer service agents tell us it was cancelled due to weather so no vouchers (weird how the captain had just told us otherwise). We know we missed our connecting flight so asked for hotel (it was 6pm). They make us wait until 11pm to fly Toronto, then, I wait there until 2am to get hotel voucher. We had been traveling since 1am EST. Get back to final destination, and our bags were still in Newark. Again, very odd how they let us on the plane without our bags. All in all we were without our baggage 5 days and had to spend more than 30 hours waiting in multiple airports. The customer service agents gave us wrong information multiple times. ",11th June 2016,Couple Leisure,Economy Class,YQT to DUB via EWR,May 2016,2,2,0,0,1,0,2,[],0,7.0,4,1.75,-0.5,-0.00032051282051282366,"['thunder', 'bay', 'via', 'origin', 'delayed', 'getting', 'run', 'make', 'boarding', 'time', 'destination', 'although', 'allow', 'bags', 'make', 'waited', 'hours', 'hotel', 'voucher', 'wait', 'hours', 'allowed', 'bags', 'hotel', 'night', 'checkout', 'wait', 'airport', 'final', 'destination', 'bags', 'actually', 'make', 'original', 'waiting', 'somehow', 'make', 'either', 'waited', 'hours', 'second', 'bag', 'delivered', 'much', 'luggage', 'hours', 'great', 'way', 'start', 'trip', 'dirty', 'clothes', 'strange', 'flew', 'plane', 'baggage', 'day', 'told', 'allowed', 'board', 'bags', 'travelling', 'back', 'via', 'hour', 'layover', 'turned', 'hours', 'due', 'delay', 'captain', 'advised', 'due', 'navigation', 'system', 'failure', 'plan', 'delayed', 'another', 'hours', 'hours', 'later', 'captain', 'comes', 'back', 'says', 'cancelled', 'customer', 'service', 'agents', 'tell', 'cancelled', 'due', 'weather', 'vouchers', 'weird', 'captain', 'told', 'otherwise', 'know', 'missed', 'connecting', 'asked', 'hotel', 'make', 'wait', 'fly', 'wait', 'hotel', 'voucher', 'traveling', 'since', 'est', 'back', 'final', 'destination', 'bags', 'still', 'odd', 'let', 'plane', 'bags', 'baggage', 'days', 'spend', 'hours', 'waiting', 'multiple', 'airports', 'customer', 'service', 'agents', 'gave', 'wrong', 'information', 'multiple', 'times']","['gave', 'wrong', 'information']",neg
crew were fine,Rob DiSaverio,Not Verified,"Flew Ottawa to Calgary return with Air Canada. The plane was an E-190 with 2 seats on each side which was great for my wife and I. We sat in 30 D. After 4 1/2 hour flight both our backs hurt and continued to do so for 2-3 days. Perhaps the cushions had lost it's form. This plane is good for a couple of hours travel, but not for across Canada. Crew were fine. The gate agent in Ottawa was a miserable fellow. We watched him complain to the female gate agent about work, and he was quick to dismiss passengers who approached him with inquiries. Our return trip to Ottawa was again on a E-190. This time we upgraded to premium seat 16. Much better. No back pains, extra leg room. On board staff were great. Gate agents were friendly. Pilot kept us informed. We even flew at 39,000 feet to miss turbulence from the jet stream. Lastly the movies provided were actually pretty good.",4th June 2016,Couple Leisure,Premium Economy,YYC to YOW,June 2016,3,5,3,4,4,0,3,[],0,22.0,6,3.6666666666666665,0.4166666666666667,0.2767857142857143,"['flew', 'return', 'plane', 'seats', 'side', 'great', 'wife', 'sat', 'hour', 'backs', 'hurt', 'continued', 'days', 'perhaps', 'cushions', 'lost', 'form', 'plane', 'good', 'couple', 'hours', 'travel', 'across', 'crew', 'fine', 'gate', 'agent', 'miserable', 'fellow', 'watched', 'complain', 'female', 'gate', 'agent', 'work', 'quick', 'dismiss', 'passengers', 'approached', 'inquiries', 'return', 'trip', 'time', 'upgraded', 'premium', 'seat', 'much', 'better', 'back', 'pains', 'extra', 'leg', 'room', 'board', 'staff', 'great', 'gate', 'agents', 'friendly', 'pilot', 'kept', 'informed', 'flew', 'feet', 'miss', 'turbulence', 'jet', 'stream', 'lastly', 'movies', 'provided', 'actually', 'pretty', 'good']","['crew', 'fine']",pos
staff always helpful and polite,J Hogue,Not Verified,"Jacksonville to Montreal with Air Canada - I fly between Quebec and Florida every few months. I have flown with quite a few different airlines and Air Canada has to be my favorite. I have 2 small children who fly with me and staff are always helpful and polite - as well as other passengers for that matter. If visiting Canada, I recommend taking Air Canada if possible - much better than Delta or American Airlines.",3rd June 2016,Family Leisure,Economy Class,JAX to YUL,July 2015,5,5,5,4,5,0,5,[],0,29.0,6,4.833333333333333,0.0,0.16590909090909092,"['jacksonville', 'montreal', 'fly', 'quebec', 'florida', 'every', 'months', 'flown', 'quite', 'different', 'airlines', 'favorite', 'small', 'children', 'fly', 'staff', 'always', 'helpful', 'polite', 'well', 'passengers', 'matter', 'visiting', 'recommend', 'taking', 'possible', 'much', 'better', 'delta', 'american', 'airlines']","['staff', 'always', 'helpful', 'polite']",pos
seat space was extremely tight,Jenn Kennedy,Not Verified,"Flew London Heathrow to Toronto. When I checked in online, I selected seats based on the seating chart. However, the configuration of the actual plane was completely different. We ended up in a row in the middle of the plane, right before the area where food is stored - the seats there don't recline (row 16). Seat space was extremely tight. Also, the AC website was down for good 5 hours and I couldn't access it to get my boarding passes. The food was bland and just not good (a couscous or bulgur salad, and chicken pasta), I didn't even bother getting breakfast. It amazes me that what we pay for tickets doesn't even get us decent food. The staff was very courteous and friendly, the plane and toilets clean, the plane on time. My luggage was lost on my way to and from Toronto, both times in Heathrow.",26th May 2016,Family Leisure,Economy Class,LHR to YYZ,May 2016,2,4,1,2,1,0,3,[],0,13.0,6,2.1666666666666665,-0.17857142857142858,0.08737528344671201,"['flew', 'heathrow', 'checked', 'online', 'selected', 'seats', 'based', 'seating', 'chart', 'configuration', 'actual', 'plane', 'completely', 'different', 'ended', 'row', 'middle', 'plane', 'right', 'area', 'food', 'stored', 'seats', 'recline', 'row', 'seat', 'space', 'extremely', 'tight', 'ac', 'website', 'good', 'hours', 'access', 'boarding', 'passes', 'food', 'bland', 'good', 'couscous', 'bulgur', 'salad', 'chicken', 'pasta', 'bother', 'getting', 'breakfast', 'amazes', 'pay', 'tickets', 'decent', 'food', 'staff', 'courteous', 'friendly', 'plane', 'toilets', 'clean', 'plane', 'time', 'luggage', 'lost', 'way', 'times', 'heathrow']","['seat', 'space', 'extremely', 'tight']",pos
giving Air Canada a thumbs up,Wei Ren See,Not Verified,"A 12 hours long Air Canada flight from Toronto to Tokyo Narita and a superb one!  I did not expect much from North American airlines, but to my surprise, I'm giving Air Canada a thumbs up for the flight I travelled. Maple Leaf Lounge was adequate, the shower room was clean and the shower was a satisfying one. The food served was superb and definitely comparable to that of a 5 star Carrier. I had a spacious executive pod to myself with lots of legroom. It was comfortable and I had a great 6 hours rest throughout the flight. The food was okay albeit nothing to shout about.  I would say this is on par with many other Asian Carriers. Service crew were attentive and also hospitable.",26th May 2016,Solo Leisure,Business Class,YYZ to NRT,May 2016,5,4,5,5,5,0,5,[],0,29.0,6,4.833333333333333,0.0,0.3640625,"['hours', 'long', 'narita', 'superb', 'expect', 'much', 'north', 'american', 'airlines', 'surprise', 'giving', 'thumbs', 'travelled', 'maple', 'leaf', 'lounge', 'adequate', 'shower', 'room', 'clean', 'shower', 'satisfying', 'food', 'served', 'superb', 'definitely', 'comparable', 'star', 'carrier', 'spacious', 'executive', 'pod', 'lots', 'legroom', 'comfortable', 'great', 'hours', 'rest', 'throughout', 'food', 'okay', 'albeit', 'nothing', 'shout', 'par', 'many', 'asian', 'carriers', 'service', 'crew', 'attentive', 'hospitable']","['giving', 'thumbs']",pos
"unhelpful, callous, rude",Paula Schiller,VerifiedReview,"  Sunday, May 15th. Air Canada flight 7374 from Toronto to Dulles. Traveling with family of 6. My mother became ill on the first leg of our flight from Dublin to Toronto. Was transported via ambulance from Toronto Airport to hospital. My sister rode in the ambulance. I stayed to get bags, and to deal with another unnecessary problem - my 80 year old father, in a wheelchair, and my two sons, aged 21 and 23 were going to go on to Dulles as planned but one of my sons was bumped from the flight. We paid full price in January, we picked seats, checked in, etc. No idea why he was bumped. We go to gate to try to get him on the flight. My father is stressed, my boys needed to assist him, handle luggage, get the 3 of them home, keep him calm, etc. The reps at the gate were unhelpful, callous, rude.  We were vacating seats for the medical emergency, there were clearly seats available, it was a no brainer. Apparantly Air Canada staff can do nothing but look at the computer screen. It took me 2.5 hours at the airport to find someone high enough up the food chain from Air Canada to get my son on the flight and he was put on at the last minute. I should've been with my mother at the hospital but had to deal with this problem that shouldn't have been a problem at all. Also had trouble getting bags off the flight (they pulled the wrong bags twice). They rescheduled us to fly the next afternoon, then bumped my mother to a later flight and notified via email. She couldn't travel on her own. I spent hours trying to reach a customer service rep (no answer - busy signal over and over, then cut off by auto reply machine). When I got a rep he couldn't do anything said we had to go to the airport to deal with it. Finally gave up. Went to United. They were dealt with getting us on a flight, wheelchair service, etc. in less than 30 minutes of time.

",25th May 2016,Family Leisure,Economy Class,YYZ to IAD,May 2016,3,2,1,1,3,1,1,[],0,12.0,7,1.7142857142857142,-0.3,0.037222222222222226,"['sunday', 'may', 'dulles', 'traveling', 'family', 'mother', 'became', 'ill', 'first', 'leg', 'transported', 'via', 'ambulance', 'airport', 'hospital', 'sister', 'rode', 'ambulance', 'stayed', 'bags', 'deal', 'another', 'unnecessary', 'problem', 'year', 'old', 'father', 'wheelchair', 'sons', 'aged', 'going', 'dulles', 'planned', 'sons', 'bumped', 'paid', 'full', 'price', 'january', 'picked', 'seats', 'checked', 'etc', 'idea', 'bumped', 'gate', 'try', 'father', 'stressed', 'boys', 'needed', 'assist', 'handle', 'luggage', 'home', 'keep', 'calm', 'etc', 'reps', 'gate', 'unhelpful', 'callous', 'rude', 'vacating', 'seats', 'medical', 'emergency', 'clearly', 'seats', 'available', 'brainer', 'apparantly', 'staff', 'nothing', 'look', 'computer', 'screen', 'took', 'hours', 'airport', 'find', 'someone', 'high', 'enough', 'food', 'chain', 'son', 'put', 'last', 'minute', 'mother', 'hospital', 'deal', 'problem', 'problem', 'trouble', 'getting', 'bags', 'pulled', 'wrong', 'bags', 'twice', 'rescheduled', 'fly', 'afternoon', 'bumped', 'mother', 'later', 'notified', 'via', 'email', 'travel', 'spent', 'hours', 'trying', 'reach', 'customer', 'service', 'rep', 'answer', 'busy', 'signal', 'cut', 'auto', 'reply', 'machine', 'rep', 'anything', 'airport', 'deal', 'finally', 'gave', 'united', 'dealt', 'getting', 'wheelchair', 'service', 'etc', 'less', 'minutes', 'time']","['unhelpful', 'callous', 'rude']",pos
trash collection was minimal,W Neale,VerifiedReview,"  Copenhagen to Toronto. I pushed the call button to request an attendant and about ten minutes after no one came I started to time how long it would take to get service - 24 minutes for someone to come to assist me, for that time there was no sign of a flight attendant in the walk ways.  I spoke with the service director about the long delay only to be told that due to the placement of the call buttons on the arm rests that flight attendants can never be sure if a call is legitimate so they allow time for people to cancel the call in case it was made accidentally. I do not know if that is airline policy bit of it is the policy to ignore a call for service I am extremely disappointed. The trash collection on the flight was minimal in that cups and rappers were cluttered for a good bit requiring that tables be left done which minimizes comfort.",24th May 2016,Solo Leisure,Economy Class,CPH to YYZ,May 2016,2,1,3,5,3,0,4,[],0,18.0,6,3.0,-0.1,0.043750000000000004,"['pushed', 'call', 'button', 'request', 'attendant', 'ten', 'minutes', 'came', 'started', 'time', 'long', 'take', 'service', 'minutes', 'someone', 'come', 'assist', 'time', 'sign', 'attendant', 'walk', 'ways', 'spoke', 'service', 'director', 'long', 'delay', 'told', 'due', 'placement', 'call', 'buttons', 'arm', 'rests', 'attendants', 'never', 'sure', 'call', 'legitimate', 'allow', 'time', 'people', 'cancel', 'call', 'case', 'accidentally', 'know', 'airline', 'policy', 'bit', 'policy', 'ignore', 'call', 'service', 'extremely', 'disappointed', 'trash', 'collection', 'minimal', 'cups', 'rappers', 'cluttered', 'good', 'bit', 'requiring', 'tables', 'left', 'done', 'minimizes', 'comfort']","['trash', 'collection', 'minimal']",pos
legroom in row 18 exceptional,D Martin,Not Verified,"Our return flight from Paris started off on the wrong foot when I tried to check-in online the day before our flight. Although I prepaid for preferred seats at $200 ($100 each), when I tried to check-in we were no longer assigned to these seats, rather we were assigned seats in row 57. When I tried to select preferred seats online it prompted me to pay again. I contacted Air Canada via Twitter and they explained the change was due to an aircraft change, which was wrong as it was a B777ER high density aircraft, which is the type always used on this route. They ended up assigning us to preferred seats 18H/J (rather than 18J/K that I booked), but it was poor customer service that I had to contact them after paying for confirmed seats, and for not being notified of the change in advance. In speaking with the gentlemen in seat 18k, he indicated he was upgraded to the preferred seat for having Super Elite status with AC. Paying passengers should not be bumped for Super Elite passengers. He was a nice man and ended up moving to the middle row which was completely empty, which leads me to wonder why they bumped us out of our seats for him, when there were many other preferred seats available - bad customer service Air Canada. The legroom in row 18 is exceptional, better than Premium Economy actually, which comes in handy considering the lack of width in the 17 inch seats. I usually fly AC, but this has left a bad taste in my mouth. FAs on the return flight were rude and we felt like we were inconveniencing them. During meal service the FA asked if I wanted fish or pasta, and when I asked what the pasta was, she rolled her eyes. The meal was actually delicious (salmon) and we also received a mid-flight snack and small pre-arrival meal consisting of a delicious hot cajun chicken wrap. Beverage service was quite regular. IFE was average. ",16th May 2016,Couple Leisure,Economy Class,CDG to YUL,May 2016,3,1,4,3,3,0,3,[],0,17.0,6,2.8333333333333335,0.6666666666666666,0.10311111111111113,"['return', 'started', 'wrong', 'foot', 'tried', 'online', 'day', 'although', 'prepaid', 'preferred', 'seats', 'tried', 'longer', 'assigned', 'seats', 'rather', 'assigned', 'seats', 'row', 'tried', 'select', 'preferred', 'seats', 'online', 'prompted', 'pay', 'contacted', 'via', 'twitter', 'explained', 'change', 'due', 'aircraft', 'change', 'wrong', 'high', 'density', 'aircraft', 'type', 'always', 'used', 'route', 'ended', 'assigning', 'preferred', 'seats', 'rather', 'booked', 'poor', 'customer', 'service', 'contact', 'paying', 'confirmed', 'seats', 'notified', 'change', 'advance', 'speaking', 'gentlemen', 'seat', 'indicated', 'upgraded', 'preferred', 'seat', 'super', 'elite', 'status', 'ac', 'paying', 'passengers', 'bumped', 'super', 'elite', 'passengers', 'nice', 'man', 'ended', 'moving', 'middle', 'row', 'completely', 'empty', 'leads', 'wonder', 'bumped', 'seats', 'many', 'preferred', 'seats', 'available', 'bad', 'customer', 'service', 'legroom', 'row', 'exceptional', 'better', 'premium', 'economy', 'actually', 'comes', 'handy', 'considering', 'lack', 'width', 'inch', 'seats', 'usually', 'fly', 'ac', 'left', 'bad', 'taste', 'mouth', 'fas', 'return', 'rude', 'felt', 'like', 'inconveniencing', 'meal', 'service', 'fa', 'asked', 'wanted', 'fish', 'pasta', 'asked', 'pasta', 'rolled', 'eyes', 'meal', 'actually', 'delicious', 'salmon', 'received', 'snack', 'small', 'meal', 'consisting', 'delicious', 'hot', 'cajun', 'chicken', 'wrap', 'beverage', 'service', 'quite', 'regular', 'ife', 'average']","['legroom', 'row', 'exceptional']",pos
